Time ICMP_Messages_Sent/sec ICMP_Messages/sec ICMP_Sent_Echo/sec Memory_%_Committed_Bytes_In_Use %_Processor_Time Worm
03/28/2015_13:42:57.181 1 1 1 4 1 no
03/28/2015_13:42:58.181 1 1 1 4 1 no
03/28/2015_13:42:59.197 1 1 1 4 2 no
03/28/2015_13:43:00.212 1 1 1 4 2 no
03/28/2015_13:43:01.212 1 1 1 4 1 no
03/28/2015_13:43:02.228 1 1 1 4 2 no
03/28/2015_13:43:03.228 1 1 1 4 1 no
03/28/2015_13:43:04.228 1 1 1 4 1 no
03/28/2015_13:43:05.228 1 1 1 4 1 no
03/28/2015_13:43:06.228 1 1 1 4 1 no
03/28/2015_13:43:07.243 1 1 1 4 1 no
03/28/2015_13:43:08.259 1 1 1 4 1 no
03/28/2015_13:43:09.259 1 1 1 4 1 no
03/28/2015_13:43:10.259 1 1 1 4 3 yes
03/28/2015_13:43:11.259 1 1 1 4 2 no
03/28/2015_13:43:12.275 1 1 1 4 2 no
03/28/2015_13:43:13.275 1 1 1 4 1 no
03/28/2015_13:43:14.275 1 1 1 4 1 no
03/28/2015_13:43:15.290 1 1 1 4 1 no
03/28/2015_13:43:16.290 1 1 1 4 2 no
03/28/2015_13:43:17.290 1 1 1 4 1 no
03/28/2015_13:43:18.306 1 1 1 4 1 no
03/28/2015_13:43:19.322 1 1 1 4 1 no
03/28/2015_13:43:20.322 1 1 1 4 1 no
03/28/2015_13:43:21.322 1 1 1 4 1 no
03/28/2015_13:43:22.337 1 1 1 4 1 no
03/28/2015_13:43:23.353 1 1 1 4 1 no
03/28/2015_13:43:24.353 1 1 1 4 1 no
03/28/2015_13:43:25.353 1 1 1 4 1 no
03/28/2015_13:43:26.353 1 1 1 4 1 no
03/28/2015_13:43:27.368 1 1 1 4 1 no
03/28/2015_13:43:28.368 1 1 1 4 2 no
03/28/2015_13:43:29.368 1 1 1 4 2 no
03/28/2015_13:43:30.368 1 1 1 4 1 no
03/28/2015_13:43:31.368 1 1 1 4 1 no
03/28/2015_13:43:32.368 1 1 1 4 1 no
03/28/2015_13:43:33.368 1 1 1 4 1 no
03/28/2015_13:43:34.368 1 1 1 4 3 yes
03/28/2015_13:43:35.368 1 1 1 4 1 no
03/28/2015_13:43:36.368 1 1 1 4 1 no
03/28/2015_13:43:37.368 1 1 1 4 1 no
